Date_of_Booking,Day_of_Booking,Source_Airport,Destination_Airport,Airline_Name,Airline_Code,Price,Travel_Date_From,Travel_Date_To
3/31/2022,Thursday,SFO,BOS,United Airlines,UA2264,302,5/23/2022,6/22/2022
3/31/2022,Thursday,SFO,BOS,Jetblue Airways,JB1735,339,5/23/2022,6/22/2022
3/31/2022,Thursday,SFO,BOS,Alaska Airlines,AA560,347,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Alaska Airlines,AA546,345,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,United Airlines,UA2262,305,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Jetblue Airways,JB1734,333,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Alaska Airlines,AA547,323,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,United Airlines,UA2267,310,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Jetblue Airways,JB1736,325,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Alaska Airlines,AA548,352,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,United Airlines,UA2264,343,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Jetblue Airways,JB1735,306,5/23/2022,6/22/2022
4/1/2022,Friday,SFO,BOS,Alaska Airlines,AA560,346,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Alaska Airlines,AA546,295,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,United Airlines,UA2262,329,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Jetblue Airways,JB1734,358,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Alaska Airlines,AA547,325,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,United Airlines,UA2267,318,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Jetblue Airways,JB1736,310,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Alaska Airlines,AA548,297,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,United Airlines,UA2264,334,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Jetblue Airways,JB1735,329,5/23/2022,6/22/2022
4/2/2022,Saturday,SFO,BOS,Alaska Airlines,AA560,356,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Alaska Airlines,AA546,323,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,United Airlines,UA2262,296,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Jetblue Airways,JB1734,350,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Alaska Airlines,AA547,324,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,United Airlines,UA2267,352,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Jetblue Airways,JB1736,352,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Alaska Airlines,AA548,359,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,United Airlines,UA2264,310,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Jetblue Airways,JB1735,324,5/23/2022,6/22/2022
4/3/2022,Sunday,SFO,BOS,Alaska Airlines,AA560,358,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Alaska Airlines,AA546,355,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,United Airlines,UA2262,336,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Jetblue Airways,JB1734,291,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Alaska Airlines,AA547,357,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,United Airlines,UA2267,330,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Jetblue Airways,JB1736,303,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Alaska Airlines,AA548,320,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,United Airlines,UA2264,338,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Jetblue Airways,JB1735,322,5/23/2022,6/22/2022
4/4/2022,Monday,SFO,BOS,Alaska Airlines,AA560,359,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Alaska Airlines,AA546,331,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,United Airlines,UA2262,290,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1734,332,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Alaska Airlines,AA547,317,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,United Airlines,UA2267,302,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1736,308,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Alaska Airlines,AA548,292,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,United Airlines,UA2264,327,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1735,342,5/23/2022,6/22/2022
4/5/2022,Tuesday,SFO,BOS,Alaska Airlines,AA560,321,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Alaska Airlines,AA546,331,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,United Airlines,UA2262,337,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1734,331,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Alaska Airlines,AA547,327,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,United Airlines,UA2267,354,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1736,324,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Alaska Airlines,AA548,320,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,United Airlines,UA2264,343,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1735,306,5/23/2022,6/22/2022
4/6/2022,Wednesday,SFO,BOS,Alaska Airlines,AA560,305,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Alaska Airlines,AA546,338,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,United Airlines,UA2262,340,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Jetblue Airways,JB1734,323,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Alaska Airlines,AA547,352,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,United Airlines,UA2267,301,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Jetblue Airways,JB1736,347,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Alaska Airlines,AA548,360,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,United Airlines,UA2264,311,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Jetblue Airways,JB1735,327,5/23/2022,6/22/2022
4/7/2022,Thursday,SFO,BOS,Alaska Airlines,AA560,298,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Alaska Airlines,AA546,306,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,United Airlines,UA2262,350,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Jetblue Airways,JB1734,331,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Alaska Airlines,AA547,330,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,United Airlines,UA2267,321,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Jetblue Airways,JB1736,346,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Alaska Airlines,AA548,332,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,United Airlines,UA2264,314,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Jetblue Airways,JB1735,319,5/23/2022,6/22/2022
4/8/2022,Friday,SFO,BOS,Alaska Airlines,AA560,351,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Alaska Airlines,AA546,353,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,United Airlines,UA2262,295,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Jetblue Airways,JB1734,342,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Alaska Airlines,AA547,315,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,United Airlines,UA2267,337,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Jetblue Airways,JB1736,347,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Alaska Airlines,AA548,357,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,United Airlines,UA2264,343,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Jetblue Airways,JB1735,295,5/23/2022,6/22/2022
4/9/2022,Saturday,SFO,BOS,Alaska Airlines,AA560,358,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Alaska Airlines,AA546,331,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,United Airlines,UA2262,300,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Jetblue Airways,JB1734,316,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Alaska Airlines,AA547,314,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,United Airlines,UA2267,347,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Jetblue Airways,JB1736,323,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Alaska Airlines,AA548,338,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,United Airlines,UA2264,335,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Jetblue Airways,JB1735,344,5/23/2022,6/22/2022
4/10/2022,Sunday,SFO,BOS,Alaska Airlines,AA560,356,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Alaska Airlines,AA546,324,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,United Airlines,UA2262,311,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Jetblue Airways,JB1734,296,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Alaska Airlines,AA547,349,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,United Airlines,UA2267,307,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Jetblue Airways,JB1736,345,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Alaska Airlines,AA548,333,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,United Airlines,UA2264,333,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Jetblue Airways,JB1735,314,5/23/2022,6/22/2022
4/11/2022,Monday,SFO,BOS,Alaska Airlines,AA560,306,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Alaska Airlines,AA546,309,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,United Airlines,UA2262,352,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1734,352,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Alaska Airlines,AA547,303,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,United Airlines,UA2267,331,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1736,315,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Alaska Airlines,AA548,316,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,United Airlines,UA2264,303,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1735,338,5/23/2022,6/22/2022
4/12/2022,Tuesday,SFO,BOS,Alaska Airlines,AA560,358,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Alaska Airlines,AA546,337,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,United Airlines,UA2262,324,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1734,301,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Alaska Airlines,AA547,306,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,United Airlines,UA2267,335,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1736,359,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Alaska Airlines,AA548,302,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,United Airlines,UA2264,305,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1735,355,5/23/2022,6/22/2022
4/13/2022,Wednesday,SFO,BOS,Alaska Airlines,AA560,341,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Alaska Airlines,AA546,341,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,United Airlines,UA2262,290,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Jetblue Airways,JB1734,301,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Alaska Airlines,AA547,347,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,United Airlines,UA2267,326,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Jetblue Airways,JB1736,292,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Alaska Airlines,AA548,359,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,United Airlines,UA2264,304,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Jetblue Airways,JB1735,316,5/23/2022,6/22/2022
4/14/2022,Thursday,SFO,BOS,Alaska Airlines,AA560,329,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Alaska Airlines,AA546,313,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,United Airlines,UA2262,301,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Jetblue Airways,JB1734,309,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Alaska Airlines,AA547,354,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,United Airlines,UA2267,353,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Jetblue Airways,JB1736,319,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Alaska Airlines,AA548,304,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,United Airlines,UA2264,309,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Jetblue Airways,JB1735,310,5/23/2022,6/22/2022
4/15/2022,Friday,SFO,BOS,Alaska Airlines,AA560,340,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Alaska Airlines,AA546,359,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,United Airlines,UA2262,296,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Jetblue Airways,JB1734,326,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Alaska Airlines,AA547,310,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,United Airlines,UA2267,319,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Jetblue Airways,JB1736,310,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Alaska Airlines,AA548,354,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,United Airlines,UA2264,331,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Jetblue Airways,JB1735,292,5/23/2022,6/22/2022
4/16/2022,Saturday,SFO,BOS,Alaska Airlines,AA560,340,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Alaska Airlines,AA546,309,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,United Airlines,UA2262,291,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Jetblue Airways,JB1734,322,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Alaska Airlines,AA547,330,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,United Airlines,UA2267,318,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Jetblue Airways,JB1736,354,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Alaska Airlines,AA548,311,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,United Airlines,UA2264,319,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Jetblue Airways,JB1735,342,5/23/2022,6/22/2022
4/17/2022,Sunday,SFO,BOS,Alaska Airlines,AA560,291,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Alaska Airlines,AA546,357,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,United Airlines,UA2262,339,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Jetblue Airways,JB1734,344,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Alaska Airlines,AA547,357,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,United Airlines,UA2267,341,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Jetblue Airways,JB1736,333,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Alaska Airlines,AA548,313,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,United Airlines,UA2264,292,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Jetblue Airways,JB1735,308,5/23/2022,6/22/2022
4/18/2022,Monday,SFO,BOS,Alaska Airlines,AA560,338,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Alaska Airlines,AA546,306,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,United Airlines,UA2262,310,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1734,309,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Alaska Airlines,AA547,323,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,United Airlines,UA2267,300,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1736,327,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Alaska Airlines,AA548,312,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,United Airlines,UA2264,341,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1735,299,5/23/2022,6/22/2022
4/19/2022,Tuesday,SFO,BOS,Alaska Airlines,AA560,308,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Alaska Airlines,AA546,349,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,United Airlines,UA2262,345,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1734,360,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Alaska Airlines,AA547,350,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,United Airlines,UA2267,355,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1736,329,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Alaska Airlines,AA548,357,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,United Airlines,UA2264,319,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1735,335,5/23/2022,6/22/2022
4/20/2022,Wednesday,SFO,BOS,Alaska Airlines,AA560,323,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Alaska Airlines,AA546,305,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,United Airlines,UA2262,299,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Jetblue Airways,JB1734,317,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Alaska Airlines,AA547,313,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,United Airlines,UA2267,322,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Jetblue Airways,JB1736,317,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Alaska Airlines,AA548,332,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,United Airlines,UA2264,298,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Jetblue Airways,JB1735,352,5/23/2022,6/22/2022
4/21/2022,Thursday,SFO,BOS,Alaska Airlines,AA560,308,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Alaska Airlines,AA546,310,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,United Airlines,UA2262,352,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Jetblue Airways,JB1734,354,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Alaska Airlines,AA547,317,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,United Airlines,UA2267,316,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Jetblue Airways,JB1736,319,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Alaska Airlines,AA548,338,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,United Airlines,UA2264,299,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Jetblue Airways,JB1735,333,5/23/2022,6/22/2022
4/22/2022,Friday,SFO,BOS,Alaska Airlines,AA560,334,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Alaska Airlines,AA546,355,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,United Airlines,UA2262,298,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Jetblue Airways,JB1734,323,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Alaska Airlines,AA547,336,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,United Airlines,UA2267,304,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Jetblue Airways,JB1736,352,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Alaska Airlines,AA548,309,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,United Airlines,UA2264,311,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Jetblue Airways,JB1735,293,5/23/2022,6/22/2022
4/23/2022,Saturday,SFO,BOS,Alaska Airlines,AA560,317,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Alaska Airlines,AA546,360,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,United Airlines,UA2262,304,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Jetblue Airways,JB1734,334,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Alaska Airlines,AA547,332,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,United Airlines,UA2267,308,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Jetblue Airways,JB1736,340,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Alaska Airlines,AA548,319,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,United Airlines,UA2264,343,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Jetblue Airways,JB1735,324,5/23/2022,6/22/2022
4/24/2022,Sunday,SFO,BOS,Alaska Airlines,AA560,316,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Alaska Airlines,AA546,341,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,United Airlines,UA2262,336,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Jetblue Airways,JB1734,329,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Alaska Airlines,AA547,356,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,United Airlines,UA2267,312,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Jetblue Airways,JB1736,355,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Alaska Airlines,AA548,299,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,United Airlines,UA2264,290,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Jetblue Airways,JB1735,311,5/23/2022,6/22/2022
4/25/2022,Monday,SFO,BOS,Alaska Airlines,AA560,337,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Alaska Airlines,AA546,337,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,United Airlines,UA2262,311,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1734,341,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Alaska Airlines,AA547,293,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,United Airlines,UA2267,306,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1736,357,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Alaska Airlines,AA548,306,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,United Airlines,UA2264,348,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Jetblue Airways,JB1735,358,5/23/2022,6/22/2022
4/26/2022,Tuesday,SFO,BOS,Alaska Airlines,AA560,353,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Alaska Airlines,AA546,343,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,United Airlines,UA2262,334,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1734,315,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Alaska Airlines,AA547,301,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,United Airlines,UA2267,336,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1736,338,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Alaska Airlines,AA548,300,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,United Airlines,UA2264,327,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Jetblue Airways,JB1735,342,5/23/2022,6/22/2022
4/27/2022,Wednesday,SFO,BOS,Alaska Airlines,AA560,310,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Alaska Airlines,AA546,325,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,United Airlines,UA2262,352,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Jetblue Airways,JB1734,332,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Alaska Airlines,AA547,354,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,United Airlines,UA2267,326,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Jetblue Airways,JB1736,310,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Alaska Airlines,AA548,336,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,United Airlines,UA2264,294,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Jetblue Airways,JB1735,325,5/23/2022,6/22/2022
4/28/2022,Thursday,SFO,BOS,Alaska Airlines,AA560,342,5/23/2022,6/22/2022
4/29/2022,Friday,SFO,BOS,Alaska Airlines,AA546,324,5/23/2022,6/22/2022
4/29/2022,Friday,SFO,BOS,United Airlines,UA2262,319,5/23/2022,6/22/2022
4/29/2022,Friday,SFO,BOS,Jetblue Airways,JB1734,354,5/23/2022,6/22/2022
